RespondentID,U_Death,U_2,U_4,U_6,U_8,U_10
0,0.0,0.9673305980557955,0.9989191966547418,0.99995073598933,0.9999844213519606,1.0
1,0.0,0.2927964493190502,0.999669608279788,0.9998932119093796,0.9999966230640666,1.0
2,0.0,0.5599080212933332,0.6521336459518212,0.8747859998006736,0.9114603313595625,1.0
3,0.0,0.9967313234198538,0.9998932635497301,0.9999965180707359,0.9999998898917287,1.0
4,0.0,0.5491426098436742,0.8031075006435505,0.9205599885817092,0.9748788626568416,1.0
5,0.0,0.9946882797708817,0.9978437387342199,0.9993030605509622,0.9999779608394981,1.0
6,0.0,0.8585055489563923,0.8865404185609073,0.9542225809794883,0.9855239090491269,1.0
7,0.0,1.0,1.0,1.0,1.0,1.0
8,0.0,0.9880118268993492,0.9911461060885961,0.9987129254155398,0.999959299127946,1.0
9,0.0,0.03901459456451651,0.13320415789265994,0.36059787911346336,0.9095748848832138,1.0
10,0.0,0.9953772389389137,0.9985348834938853,0.9999952160927642,0.9999998487195703,1.0
11,0.0,0.9963017716704328,0.9994623491292638,0.9999829457618123,0.9999999460697634,1.0
12,0.0,0.9683768926987649,0.999999658501312,0.9999997585015942,0.9999999999236314,1.0
13,0.0,0.9967313234198538,0.9998932635497301,0.9999965180707359,0.9999998898917287,1.0
14,0.0,0.7645039432002632,0.7894691497569485,0.8497404900135438,0.9952483770834198,1.0
15,0.0,0.017456798842392644,0.059601239363315926,0.16134691924755515,0.40698271953695697,1.0
16,0.0,0.3511298320451462,0.5135187049051672,0.9055601241423098,0.9701354890346152,1.0
17,0.0,0.23411634255532263,0.4235204423434854,0.5767515778763975,0.7007181705898943,1.0
18,0.0,0.0798696570588372,0.27269206635237,0.738206541998273,0.8148840705767032,1.0
19,0.0,0.7195045594161189,0.7430002916540819,0.7997240070808589,0.936667170172376,1.0
20,0.0,0.9996571492904048,0.9999733686348445,0.9999836949141546,0.9999884705632308,1.0
21,0.0,0.08315201290228932,0.28389873018961886,0.7685441776665675,0.9926807242371909,1.0
22,0.0,0.26130148264889586,0.8921390659280585,0.9960479008855984,0.999441088783257,1.0
23,0.0,0.9624025774756985,0.9938302494335307,0.9990068794649741,0.9998595515470295,1.0
